province_state,country_region,lat,long,n1_22_20,n1_23_20,n1_24_20,n1_25_20,n1_26_20,n1_27_20,n1_28_20,n1_29_20,n1_30_20,n1_31_20,n2_1_20,n2_2_20,n2_3_20,n2_4_20,n2_5_20,n2_6_20,n2_7_20,n2_8_20,n2_9_20,n2_10_20,n2_11_20,n2_12_20,n2_13_20,n2_14_20,n2_15_20,n2_16_20,n2_17_20,n2_18_20,n2_19_20,n2_20_20,n2_21_20,n2_22_20,n2_23_20,n2_24_20,n2_25_20,n2_26_20,n2_27_20,n2_28_20,n2_29_20,n3_1_20,n3_2_20,n3_3_20,n3_4_20,n3_5_20,n3_6_20,n3_7_20,n3_8_20,n3_9_20,n3_10_20,n3_11_20,n3_12_20,n3_13_20,n3_14_20,n3_15_20,n3_16_20,n3_17_20,n3_18_20,n3_19_20,n3_20_20,n3_21_20,n3_22_20,n3_23_20,n3_24_20,n3_25_20,n3_26_20,n3_27_20,n3_28_20,n3_29_20,n3_30_20,n3_31_20,n4_1_20,n4_2_20,n4_3_20,n4_4_20,n4_5_20,n4_6_20,n4_7_20,n4_8_20,n4_9_20,n4_10_20,n4_11_20,n4_12_20,n4_13_20,n4_14_20,n4_15_20,n4_16_20,n4_17_20,n4_18_20,n4_19_20,n4_20_20,n4_21_20,n4_22_20,n4_23_20,n4_24_20,n4_25_20,n4_26_20,n4_27_20,n4_28_20,n4_29_20,n4_30_20,n5_1_20,n5_2_20,n5_3_20,n5_4_20,n5_5_20,n5_6_20,n5_7_20,n5_8_20,n5_9_20,n5_10_20,n5_11_20,n5_12_20,n5_13_20,n5_14_20,n5_15_20,n5_16_20,n5_17_20,n5_18_20,n5_19_20,n5_20_20,n5_21_20,n5_22_20,n5_23_20,n5_24_20,n5_25_20,n5_26_20,n5_27_20,n5_28_20,n5_29_20,n5_30_20,n5_31_20,n6_1_20,n6_2_20,n6_3_20,n6_4_20,n6_5_20,n6_6_20,n6_7_20,n6_8_20,n6_9_20,n6_10_20,n6_11_20,n6_12_20,n6_13_20,n6_14_20,n6_15_20,n6_16_20,n6_17_20,n6_18_20,n6_19_20,n6_20_20,n6_21_20,n6_22_20,n6_23_20,n6_24_20,n6_25_20,n6_26_20,n6_27_20,n6_28_20,n6_29_20,n6_30_20,n7_1_20,n7_2_20,n7_3_20,n7_4_20,n7_5_20,n7_6_20,n7_7_20,n7_8_20,n7_9_20,n7_10_20,n7_11_20,n7_12_20,n7_13_20,n7_14_20,n7_15_20,n7_16_20,n7_17_20,n7_18_20,n7_19_20,n7_20_20,n7_21_20,n7_22_20,n7_23_20,n7_24_20,n7_25_20,n7_26_20,n7_27_20,n7_28_20,n7_29_20,n7_30_20,n7_31_20,n8_1_20,n8_2_20,n8_3_20,n8_4_20,n8_5_20,n8_6_20,n8_7_20,n8_8_20,n8_9_20,n8_10_20,n8_11_20,n8_12_20,n8_13_20,n8_14_20,n8_15_20,n8_16_20,n8_17_20,n8_18_20,n8_19_20,n8_20_20,n8_21_20,n8_22_20,n8_23_20,n8_24_20,n8_25_20,n8_26_20,n8_27_20,n8_28_20,n8_29_20,n8_30_20,n8_31_20,n9_1_20,n9_2_20,n9_3_20,n9_4_20,n9_5_20,n9_6_20,n9_7_20,n9_8_20,n9_9_20,n9_10_20,n9_11_20,n9_12_20,n9_13_20,n9_14_20,n9_15_20,n9_16_20,n9_17_20,n9_18_20,n9_19_20,n9_20_20,n9_21_20,n9_22_20,n9_23_20,n9_24_20,n9_25_20,n9_26_20,n9_27_20,n9_28_20,n9_29_20,n9_30_20,n10_1_20,n10_2_20,n10_3_20,n10_4_20,n10_5_20,n10_6_20,n10_7_20,n10_8_20,n10_9_20,n10_10_20,n10_11_20,n10_12_20,n10_13_20,n10_14_20,n10_15_20,n10_16_20,n10_17_20,n10_18_20,n10_19_20,n10_20_20,n10_21_20,n10_22_20,n10_23_20,n10_24_20,n10_25_20,n10_26_20,n10_27_20,n10_28_20,n10_29_20,n10_30_20,n10_31_20,n11_1_20,n11_2_20,n11_3_20,n11_4_20,n11_5_20,n11_6_20,n11_7_20,n11_8_20,n11_9_20,n11_10_20,n11_11_20,n11_12_20,n11_13_20,n11_14_20,n11_15_20,n11_16_20,n11_17_20,n11_18_20,n11_19_20,n11_20_20,n11_21_20,n11_22_20,n11_23_20,n11_24_20,n11_25_20,n11_26_20,n11_27_20,n11_28_20,n11_29_20,n11_30_20,n12_1_20,n12_2_20,n12_3_20,n12_4_20,n12_5_20,n12_6_20,n12_7_20,n12_8_20,n12_9_20,n12_10_20,n12_11_20,n12_12_20,n12_13_20,n12_14_20,n12_15_20,n12_16_20,n12_17_20,n12_18_20,n12_19_20,n12_20_20,n12_21_20,n12_22_20,n12_23_20,n12_24_20,n12_25_20,n12_26_20,n12_27_20,n12_28_20,n12_29_20,n12_30_20,n12_31_20,n1_1_21,n1_2_21,n1_3_21,n1_4_21,n1_5_21,n1_6_21,n1_7_21,n1_8_21,n1_9_21,n1_10_21,n1_11_21,n1_12_21,n1_13_21,n1_14_21,n1_15_21,n1_16_21,n1_17_21,n1_18_21,n1_19_21,n1_20_21,n1_21_21,n1_22_21,n1_23_21,n1_24_21,n1_25_21,n1_26_21,n1_27_21,n1_28_21,n1_29_21,n1_30_21,n1_31_21,n2_1_21,n2_2_21,n2_3_21,n2_4_21,n2_5_21,n2_6_21,n2_7_21,n2_8_21,n2_9_21,n2_10_21,n2_11_21,n2_12_21,n2_13_21,n2_14_21,n2_15_21,n2_16_21,n2_17_21
,Brazil,-14.235,-51.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,13,13,20,25,31,38,52,151,151,162,200,321,372,621,793,1021,1546,1924,2247,2554,2985,3417,3904,4256,4579,5717,6836,8044,9056,10360,11130,12161,14034,16170,18092,19638,20727,22192,23430,25262,28320,30425,33682,36658,38654,40743,43079,45757,50036,54043,59324,63100,67446,73235,79685,87187,92202,97100,101826,108620,115455,126611,135773,146894,156061,162699,169594,178214,190137,203165,220291,233511,241080,255368,271885,291579,310087,330890,347398,363211,374898,391222,411821,438238,465166,498440,514849,526447,555383,584016,614941,645771,672846,691758,707412,739503,772416,802828,828810,850514,867624,888271,923189,955377,978142,1032913,1067579,1083341,1106470,1145906,1188631,1228114,1274974,1313667,1344143,1368195,1402041,1448753,1496858,1539081,1577004,1603055,1623284,1668589,1713160,1755779,1800827,1839850,1864681,1884967,1926824,1966748,2012151,2046328,2074860,2098389,2118646,2159654,2227514,2287475,2343366,2394513,2419091,2442375,2483191,2552265,2610102,2662485,2707877,2733677,2750318,2801921,2859073,2912212,2962442,3012412,3035422,3057470,3109630,3164785,3224876,3275520,3317096,3340197,3359570,3407354,3456652,3501975,3532330,3582362,3605783,3622861,3669995,3717156,3761391,3804803,3846153,3862311,3908272,3950931,3997865,4041638,4091801,4123000,4137521,4147794,4162073,4197889,4238446,4282164,4315687,4330455,4345610,4382263,4419083,4455386,4495183,4528240,4544629,4558040,4591364,4591364,4657702,4689613,4717991,4732309,4745464,4777522,4810935,4847092,4847092,4906833,4915289,4927235,4969141,5000694,5028444,5055888,5082637,5094979,5103408,5113628,5140863,5169386,5200300,5224362,5224362,5250727,5273954,5298772,5323630,5353656,5380635,5394128,5409854,5439641,5468270,5494376,5516658,5535605,5545705,5554206,5566049,5590025,5590025,5631181,5653561,5664115,5675032,5699005,5747660,5781582,5810652,5848959,5863093,5876464,5911758,5945849,5981767,6020164,6052786,6071401,6087608,6118708,6166606,6204220,6238350,6290272,6314740,6335878,6386787,6436650,6487084,6533968,6577177,6603540,6623911,6674999,6728452,6781799,6836227,6880127,6901952,6927145,6970034,7040608,7110434,7162978,7213155,7238600,7263619,7318821,7365517,7423945,7448560,7465806,7484285,7504833,7563551,7619200,7675973,7700578,7716405,7733746,7753752,7810400,7873830,7961673,8013708,8075998,8105790,8131612,8195637,8256536,8324294,8393492,8455059,8488099,8511770,8573864,8638249,8697368,8753920,8816254,8844577,8871393,8933356,8996876,9058687,9118513,9176975,9204731,9229322,9283418,9339420,9396293,9447165,9447165,9524640,9524640,9599565,9659167,9713909,9765455,9809754,9834513,9866710,9921981,9978747
